sceneId,sceneType,sectionFromVisualAssetFolder,proposal,reviewReasons,mediaEvidence,authoredActions
1210,1,ship,existing-panorama,,"[{""kind"":""PanoCast"",""castId"":1210,""comparators"":[],""fileName"":""GameDB/Deck1/NEfordckPAN"",""initiallyEnabled"":true}]","[{""castId"":0,""comparators"":[],""cursorShapeWhenActive"":10001,""defaultPass"":false,""gesture"":2,""initiallyEnabled"":true,""param1"":121001,""param2"":1110,""param3"":-1,""rectBottom"":250,""rectLeft"":3168,""rectRight"":3403,""rectTop"":-250,""type"":0},{""castId"":0,""comparators"":[],""cursorShapeWhenActive"":10001,""defaultPass"":false,""gesture"":2,""initiallyEnabled"":true,""param1"":121002,""param2"":1340,""param3"":-1,""rectBottom"":250,""rectLeft"":820,""rectRight"":1140,""rectTop"":-250,""type"":0},{""castId"":0,""comparators"":[{""gameStateId"":860,""testType"":0,""value"":0},{""gameStateId"":862,""testType"":0,""value"":0},{""gameStateId"":861,""testType"":0,""value"":0},{""gameStateId"":863,""testType"":0,""value"":0}],""cursorShapeWhenActive"":10012,""defaultPass"":false,""gesture"":5,""initiallyEnabled"":false,""param1"":0,""param2"":0,""param3"":-1,""rectBottom"":0,""rectLeft"":0,""rectRight"":0,""rectTop"":0,""type"":0}]"
1230,1,ship,existing-panorama,,"[{""kind"":""PanoCast"",""castId"":1230,""comparators"":[],""fileName"":""GameDB/Deck1/dinermSPAN"",""initiallyEnabled"":true},{""kind"":""MovieSpecialCast"",""actionAtEnd"":0,""angleAtEnd"":-1,""castId"":123051,""comparators"":[{""gameStateId"":497,""testType"":0,""value"":0}],""dissolveToNextScene"":false,""endFrame"":-1,""fileName"":""GameDB/Deck1/passengNar"",""initiallyEnabled"":true,""location"":{""x"":0,""y"":0},""looping"":false,""nextSceneId"":0,""scale"":2,""startFrame"":0,""audioOnly"":true}]","[{""castId"":0,""comparators"":[{""gameStateId"":497,""testType"":0,""value"":0}],""cursorShapeWhenActive"":0,""defaultPass"":true,""gesture"":2,""initiallyEnabled"":true,""param1"":497,""param2"":1,""param3"":1,""rectBottom"":0,""rectLeft"":0,""rectRight"":0,""rectTop"":0,""type"":9},{""castId"":0,""comparators"":[],""cursorShapeWhenActive"":10001,""defaultPass"":false,""gesture"":2,""initiallyEnabled"":true,""param1"":123002,""param2"":1235,""param3"":-1,""rectBottom"":250,""rectLeft"":1601,""rectRight"":1847,""rectTop"":-250,""type"":0},{""castId"":0,""comparators"":[],""cursorShapeWhenActive"":10001,""defaultPass"":false,""gesture"":2,""initiallyEnabled"":true,""param1"":123005,""param2"":1236,""param3"":-1,""rectBottom"":250,""rectLeft"":1183,""rectRight"":1436,""rectTop"":-250,""type"":0},{""castId"":0,""comparators"":[],""cursorShapeWhenActive"":10001,""defaultPass"":false,""gesture"":2,""initiallyEnabled"":true,""param1"":123001,""param2"":1120,""param3"":-1,""rectBottom"":250,""rectLeft"":3093,""rectRight"":3510,""rectTop"":-250,""type"":0},{""castId"":0,""comparators"":[{""gameStateId"":1062,""testType"":0,""value"":0}],""cursorShapeWhenActive"":10003,""defaultPass"":false,""gesture"":2,""initiallyEnabled"":true,""param1"":123611,""param2"":123611,""param3"":-1,""rectBottom"":114,""rectLeft"":686,""rectRight"":1007,""rectTop"":-29,""type"":0},{""castId"":0,""comparators"":[{""gameStateId"":1062,""testType"":0,""value"":1}],""cursorShapeWhenActive"":10003,""defaultPass"":false,""gesture"":2,""initiallyEnabled"":true,""param1"":123610,""param2"":123610,""param3"":-1,""rectBottom"":114,""rectLeft"":686,""rectRight"":1007,""rectTop"":-29,""type"":0},{""castId"":0,""comparators"":[{""gameStateId"":860,""testType"":0,""value"":0},{""gameStateId"":862,""testType"":0,""value"":0},{""gameStateId"":861,""testType"":0,""value"":0},{""gameStateId"":863,""testType"":0,""value"":0}],""cursorShapeWhenActive"":10012,""defaultPass"":false,""gesture"":5,""initiallyEnabled"":false,""param1"":0,""param2"":0,""param3"":-1,""rectBottom"":0,""rectLeft"":0,""rectRight"":0,""rectTop"":0,""type"":0}]"
1235,1,ship,existing-panorama,,"[{""kind"":""PanoCast"",""castId"":1235,""comparators"":[],""fileName"":""GameDB/Deck1/dinermNEPAN"",""initiallyEnabled"":true}]","[{""castId"":0,""comparators"":[],""cursorShapeWhenActive"":10001,""defaultPass"":false,""gesture"":2,""initiallyEnabled"":true,""param1"":123505,""param2"":1250,""param3"":-1,""rectBottom"":250,""rectLeft"":973,""rectRight"":1150,""rectTop"":-250,""type"":0},{""castId"":0,""comparators"":[],""cursorShapeWhenActive"":10001,""defaultPass"":false,""gesture"":2,""initiallyEnabled"":true,""param1"":123503,""param2"":1230,""param3"":-1,""rectBottom"":250,""rectLeft"":3374,""rectRight"":3578,""rectTop"":-250,""type"":0},{""castId"":0,""comparators"":[],""cursorShapeWhenActive"":10001,""defaultPass"":false,""gesture"":2,""initiallyEnabled"":true,""param1"":123502,""param2"":1236,""param3"":-1,""rectBottom"":250,""rectLeft"":440,""rectRight"":683,""rectTop"":-250,""type"":0},{""castId"":0,""comparators"":[{""gameStateId"":860,""testType"":0,""value"":0},{""gameStateId"":862,""testType"":0,""value"":0},{""gameStateId"":861,""testType"":0,""value"":0},{""gameStateId"":863,""testType"":0,""value"":0}],""cursorShapeWhenActive"":10012,""defaultPass"":false,""gesture"":5,""initiallyEnabled"":false,""param1"":0,""param2"":0,""param3"":-1,""rectBottom"":0,""rectLeft"":0,""rectRight"":0,""rectTop"":0,""type"":0}]"
1236,1,ship,existing-panorama,,"[{""kind"":""PanoCast"",""castId"":1236,""comparators"":[],""fileName"":""GameDB/Deck1/dinermNWPAN"",""initiallyEnabled"":true}]","[{""castId"":0,""comparators"":[],""cursorShapeWhenActive"":10001,""defaultPass"":false,""gesture"":2,""initiallyEnabled"":true,""param1"":123602,""param2"":1250,""param3"":-1,""rectBottom"":250,""rectLeft"":1851,""rectRight"":2025,""rectTop"":-250,""type"":0},{""castId"":0,""comparators"":[],""cursorShapeWhenActive"":10001,""defaultPass"":false,""gesture"":2,""initiallyEnabled"":true,""param1"":123603,""param2"":1230,""param3"":-1,""rectBottom"":250,""rectLeft"":3016,""rectRight"":3234,""rectTop"":-250,""type"":0},{""castId"":0,""comparators"":[],""cursorShapeWhenActive"":10001,""defaultPass"":false,""gesture"":2,""initiallyEnabled"":true,""param1"":123601,""param2"":1235,""param3"":-1,""rectBottom"":250,""rectLeft"":2207,""rectRight"":2629,""rectTop"":-250,""type"":0},{""castId"":0,""comparators"":[{""gameStateId"":860,""testType"":0,""value"":0},{""gameStateId"":862,""testType"":0,""value"":0},{""gameStateId"":861,""testType"":0,""value"":0},{""gameStateId"":863,""testType"":0,""value"":0}],""cursorShapeWhenActive"":10012,""defaultPass"":false,""gesture"":5,""initiallyEnabled"":false,""param1"":0,""param2"":0,""param3"":-1,""rectBottom"":0,""rectLeft"":0,""rectRight"":0,""rectTop"":0,""type"":0}]"
1250,1,ship,existing-panorama,,"[{""kind"":""PanoCast"",""castId"":1250,""comparators"":[],""fileName"":""GameDB/Deck1/corridorPAN"",""initiallyEnabled"":true}]","[{""castId"":0,""comparators"":[{""gameStateId"":528,""testType"":0,""value"":1}],""cursorShapeWhenActive"":10002,""defaultPass"":false,""gesture"":2,""initiallyEnabled"":true,""param1"":125010,""param2"":125010,""param3"":-1,""rectBottom"":66,""rectLeft"":1436,""rectRight"":1563,""rectTop"":4,""type"":0},{""castId"":0,""comparators"":[{""gameStateId"":528,""testType"":0,""value"":0}],""cursorShapeWhenActive"":10002,""defaultPass"":false,""gesture"":2,""initiallyEnabled"":true,""param1"":125015,""param2"":125015,""param3"":-1,""rectBottom"":66,""rectLeft"":1436,""rectRight"":1563,""rectTop"":4,""type"":0},{""castId"":0,""comparators"":[{""gameStateId"":528,""testType"":0,""value"":0}],""cursorShapeWhenActive"":10001,""defaultPass"":false,""gesture"":2,""initiallyEnabled"":true,""param1"":125002,""param2"":1230,""param3"":-1,""rectBottom"":250,""rectLeft"":1242,""rectRight"":1757,""rectTop"":-250,""type"":0},{""castId"":0,""comparators"":[],""cursorShapeWhenActive"":10001,""defaultPass"":false,""gesture"":2,""initiallyEnabled"":true,""param1"":125001,""param2"":1236,""param3"":-1,""rectBottom"":250,""rectLeft"":3260,""rectRight"":3354,""rectTop"":-250,""type"":0},{""castId"":0,""comparators"":[{""gameStateId"":860,""testType"":0,""value"":0},{""gameStateId"":862,""testType"":0,""value"":0},{""gameStateId"":861,""testType"":0,""value"":0},{""gameStateId"":863,""testType"":0,""value"":0}],""cursorShapeWhenActive"":10012,""defaultPass"":false,""gesture"":5,""initiallyEnabled"":false,""param1"":0,""param2"":0,""param3"":-1,""rectBottom"":0,""rectLeft"":0,""rectRight"":0,""rectTop"":0,""type"":0}]"
1320,1,ship,existing-panorama,,"[{""kind"":""PanoCast"",""castId"":1320,""comparators"":[],""fileName"":""GameDB/Deck1/cmdPAN"",""initiallyEnabled"":true},{""kind"":""MovieSpecialCast"",""actionAtEnd"":0,""angleAtEnd"":-1,""castId"":132012,""comparators"":[{""gameStateId"":527,""testType"":0,""value"":1}],""dissolveToNextScene"":false,""endFrame"":-1,""fileName"":""GameDB/Deck1/storytooNAR"",""initiallyEnabled"":true,""location"":{""x"":171,""y"":41},""looping"":false,""nextSceneId"":0,""scale"":1,""startFrame"":0,""audioOnly"":true}]","[{""castId"":0,""comparators"":[],""cursorShapeWhenActive"":0,""defaultPass"":true,""gesture"":2,""initiallyEnabled"":true,""param1"":527,""param2"":0,""param3"":0,""rectBottom"":0,""rectLeft"":0,""rectRight"":0,""rectTop"":0,""type"":9},{""castId"":0,""comparators"":[{""gameStateId"":528,""testType"":0,""value"":0}],""cursorShapeWhenActive"":10001,""defaultPass"":false,""gesture"":2,""initiallyEnabled"":true,""param1"":132001,""param2"":1250,""param3"":-1,""rectBottom"":250,""rectLeft"":3133,""rectRight"":3448,""rectTop"":-250,""type"":0},{""castId"":0,""comparators"":[],""cursorShapeWhenActive"":10001,""defaultPass"":false,""gesture"":2,""initiallyEnabled"":true,""param1"":132003,""param2"":1380,""param3"":-1,""rectBottom"":250,""rectLeft"":371,""rectRight"":645,""rectTop"":-250,""type"":0},{""castId"":0,""comparators"":[],""cursorShapeWhenActive"":10001,""defaultPass"":false,""gesture"":2,""initiallyEnabled"":true,""param1"":132004,""param2"":1370,""param3"":-1,""rectBottom"":250,""rectLeft"":2239,""rectRight"":2772,""rectTop"":-250,""type"":0},{""castId"":0,""comparators"":[],""cursorShapeWhenActive"":10003,""defaultPass"":false,""gesture"":2,""initiallyEnabled"":true,""param1"":132010,""param2"":132010,""param3"":-1,""rectBottom"":99,""rectLeft"":829,""rectRight"":952,""rectTop"":-23,""type"":1},{""castId"":0,""comparators"":[],""cursorShapeWhenActive"":10003,""defaultPass"":false,""gesture"":2,""initiallyEnabled"":true,""param1"":132020,""param2"":132020,""param3"":-1,""rectBottom"":130,""rectLeft"":1165,""rectRight"":1287,""rectTop"":9,""type"":1},{""castId"":0,""comparators"":[],""cursorShapeWhenActive"":10003,""defaultPass"":false,""gesture"":2,""initiallyEnabled"":true,""param1"":132030,""param2"":132030,""param3"":-1,""rectBottom"":124,""rectLeft"":1419,""rectRight"":1588,""rectTop"":-47,""type"":1},{""castId"":0,""comparators"":[],""cursorShapeWhenActive"":10003,""defaultPass"":false,""gesture"":2,""initiallyEnabled"":true,""param1"":132040,""param2"":132040,""param3"":-1,""rectBottom"":72,""rectLeft"":1751,""rectRight"":1862,""rectTop"":-47,""type"":1},{""castId"":0,""comparators"":[],""cursorShapeWhenActive"":10003,""defaultPass"":false,""gesture"":2,""initiallyEnabled"":true,""param1"":132050,""param2"":132050,""param3"":-1,""rectBottom"":99,""rectLeft"":2022,""rectRight"":2176,""rectTop"":-23,""type"":1},{""castId"":0,""comparators"":[{""gameStateId"":860,""testType"":0,""value"":0},{""gameStateId"":862,""testType"":0,""value"":0},{""gameStateId"":861,""testType"":0,""value"":0},{""gameStateId"":863,""testType"":0,""value"":0}],""cursorShapeWhenActive"":10012,""defaultPass"":false,""gesture"":5,""initiallyEnabled"":false,""param1"":0,""param2"":0,""param3"":-1,""rectBottom"":0,""rectLeft"":0,""rectRight"":0,""rectTop"":0,""type"":0}]"
1340,1,ship,existing-panorama,,"[{""kind"":""PanoCast"",""castId"":1340,""comparators"":[],""fileName"":""GameDB/Deck1/brgEstrPAN"",""initiallyEnabled"":true}]","[{""castId"":0,""comparators"":[],""cursorShapeWhenActive"":10001,""defaultPass"":false,""gesture"":2,""initiallyEnabled"":true,""param1"":134001,""param2"":1210,""param3"":-1,""rectBottom"":250,""rectLeft"":2731,""rectRight"":3020,""rectTop"":-250,""type"":0},{""castId"":0,""comparators"":[],""cursorShapeWhenActive"":10003,""defaultPass"":false,""gesture"":2,""initiallyEnabled"":true,""param1"":134052,""param2"":134052,""param3"":-1,""rectBottom"":210,""rectLeft"":1217,""rectRight"":1389,""rectTop"":45,""type"":0},{""castId"":0,""comparators"":[],""cursorShapeWhenActive"":10001,""defaultPass"":true,""gesture"":2,""initiallyEnabled"":true,""param1"":805,""param2"":0,""param3"":-1,""rectBottom"":250,""rectLeft"":2238,""rectRight"":2573,""rectTop"":-250,""type"":2},{""castId"":0,""comparators"":[],""cursorShapeWhenActive"":10001,""defaultPass"":false,""gesture"":2,""initiallyEnabled"":true,""param1"":134004,""param2"":2610,""param3"":-1,""rectBottom"":250,""rectLeft"":2238,""rectRight"":2573,""rectTop"":-250,""type"":0},{""castId"":0,""comparators"":[],""cursorShapeWhenActive"":10001,""defaultPass"":false,""gesture"":2,""initiallyEnabled"":true,""param1"":134002,""param2"":1370,""param3"":-1,""rectBottom"":250,""rectLeft"":1334,""rectRight"":1711,""rectTop"":-250,""type"":0},{""castId"":0,""comparators"":[{""gameStateId"":860,""testType"":0,""value"":0},{""gameStateId"":862,""testType"":0,""value"":0},{""gameStateId"":861,""testType"":0,""value"":0},{""gameStateId"":863,""testType"":0,""value"":0}],""cursorShapeWhenActive"":10012,""defaultPass"":false,""gesture"":5,""initiallyEnabled"":false,""param1"":0,""param2"":0,""param3"":-1,""rectBottom"":0,""rectLeft"":0,""rectRight"":0,""rectTop"":0,""type"":0}]"
1350,1,ship,existing-panorama,,"[{""kind"":""PanoCast"",""castId"":1350,""comparators"":[],""fileName"":""GameDB/Deck1/brgWstrPAN"",""initiallyEnabled"":true}]","[{""castId"":0,""comparators"":[],""cursorShapeWhenActive"":10001,""defaultPass"":false,""gesture"":2,""initiallyEnabled"":true,""param1"":135003,""param2"":2630,""param3"":-1,""rectBottom"":250,""rectLeft"":427,""rectRight"":799,""rectTop"":-250,""type"":0},{""castId"":0,""comparators"":[],""cursorShapeWhenActive"":10001,""defaultPass"":false,""gesture"":2,""initiallyEnabled"":true,""param1"":135002,""param2"":1380,""param3"":-1,""rectBottom"":250,""rectLeft"":1250,""rectRight"":1602,""rectTop"":-250,""type"":0},{""castId"":0,""comparators"":[],""cursorShapeWhenActive"":10001,""defaultPass"":false,""gesture"":2,""initiallyEnabled"":true,""param1"":135001,""param2"":1150,""param3"":-1,""rectBottom"":250,""rectLeft"":3544,""rectRight"":230,""rectTop"":-250,""type"":0},{""castId"":0,""comparators"":[{""gameStateId"":860,""testType"":0,""value"":0},{""gameStateId"":862,""testType"":0,""value"":0},{""gameStateId"":861,""testType"":0,""value"":0},{""gameStateId"":863,""testType"":0,""value"":0}],""cursorShapeWhenActive"":10012,""defaultPass"":false,""gesture"":5,""initiallyEnabled"":false,""param1"":0,""param2"":0,""param3"":-1,""rectBottom"":0,""rectLeft"":0,""rectRight"":0,""rectTop"":0,""type"":0}]"
1370,1,ship,existing-panorama,,"[{""kind"":""PanoCast"",""castId"":1370,""comparators"":[],""fileName"":""GameDB/Deck1/bridgeEPAN"",""initiallyEnabled"":true}]","[{""castId"":0,""comparators"":[],""cursorShapeWhenActive"":10001,""defaultPass"":false,""gesture"":2,""initiallyEnabled"":true,""param1"":137001,""param2"":1340,""param3"":-1,""rectBottom"":250,""rectLeft"":21,""rectRight"":278,""rectTop"":-250,""type"":0},{""castId"":0,""comparators"":[],""cursorShapeWhenActive"":10001,""defaultPass"":false,""gesture"":2,""initiallyEnabled"":true,""param1"":137003,""param2"":1320,""param3"":-1,""rectBottom"":250,""rectLeft"":405,""rectRight"":797,""rectTop"":-250,""type"":0},{""castId"":0,""comparators"":[{""gameStateId"":860,""testType"":0,""value"":0},{""gameStateId"":862,""testType"":0,""value"":0},{""gameStateId"":861,""testType"":0,""value"":0},{""gameStateId"":863,""testType"":0,""value"":0}],""cursorShapeWhenActive"":10012,""defaultPass"":false,""gesture"":5,""initiallyEnabled"":false,""param1"":0,""param2"":0,""param3"":-1,""rectBottom"":0,""rectLeft"":0,""rectRight"":0,""rectTop"":0,""type"":0}]"
1380,1,ship,existing-panorama,,"[{""kind"":""PanoCast"",""castId"":1380,""comparators"":[],""fileName"":""GameDB/Deck1/bridgeWPAN"",""initiallyEnabled"":true}]","[{""castId"":0,""comparators"":[],""cursorShapeWhenActive"":10001,""defaultPass"":false,""gesture"":2,""initiallyEnabled"":true,""param1"":138004,""param2"":1320,""param3"":-1,""rectBottom"":250,""rectLeft"":2153,""rectRight"":2635,""rectTop"":-250,""type"":0},{""castId"":0,""comparators"":[],""cursorShapeWhenActive"":10001,""defaultPass"":false,""gesture"":2,""initiallyEnabled"":true,""param1"":138001,""param2"":1350,""param3"":-1,""rectBottom"":250,""rectLeft"":2763,""rectRight"":2978,""rectTop"":-250,""type"":0},{""castId"":0,""comparators"":[{""gameStateId"":860,""testType"":0,""value"":0},{""gameStateId"":862,""testType"":0,""value"":0},{""gameStateId"":861,""testType"":0,""value"":0},{""gameStateId"":863,""testType"":0,""value"":0}],""cursorShapeWhenActive"":10012,""defaultPass"":false,""gesture"":5,""initiallyEnabled"":false,""param1"":0,""param2"":0,""param3"":-1,""rectBottom"":0,""rectLeft"":0,""rectRight"":0,""rectTop"":0,""type"":0}]"
2000,1,ship,existing-panorama,,"[{""kind"":""PanoCast"",""castId"":2000,""comparators"":[],""fileName"":""GameDB/Deck2Bth/dckairPAN"",""initiallyEnabled"":true}]","[{""castId"":0,""comparators"":[{""gameStateId"":552,""testType"":0,""value"":1}],""cursorShapeWhenActive"":10001,""defaultPass"":false,""gesture"":2,""initiallyEnabled"":true,""param1"":200001,""param2"":2040,""param3"":-1,""rectBottom"":250,""rectLeft"":1575,""rectRight"":2006,""rectTop"":-250,""type"":0},{""castId"":0,""comparators"":[{""gameStateId"":552,""testType"":0,""value"":0}],""cursorShapeWhenActive"":10001,""defaultPass"":false,""gesture"":2,""initiallyEnabled"":true,""param1"":200104,""param2"":2040,""param3"":-1,""rectBottom"":250,""rectLeft"":1575,""rectRight"":2006,""rectTop"":-250,""type"":0},{""castId"":0,""comparators"":[{""gameStateId"":552,""testType"":0,""value"":1}],""cursorShapeWhenActive"":10001,""defaultPass"":false,""gesture"":2,""initiallyEnabled"":true,""param1"":200002,""param2"":2050,""param3"":-1,""rectBottom"":250,""rectLeft"":1082,""rectRight"":1336,""rectTop"":-250,""type"":0},{""castId"":0,""comparators"":[{""gameStateId"":552,""testType"":0,""value"":0}],""cursorShapeWhenActive"":10001,""defaultPass"":false,""gesture"":2,""initiallyEnabled"":true,""param1"":200103,""param2"":2050,""param3"":-1,""rectBottom"":250,""rectLeft"":1082,""rectRight"":1336,""rectTop"":-250,""type"":0},{""castId"":0,""comparators"":[{""gameStateId"":552,""testType"":0,""value"":0}],""cursorShapeWhenActive"":10001,""defaultPass"":false,""gesture"":2,""initiallyEnabled"":true,""param1"":200105,""param2"":2034,""param3"":-1,""rectBottom"":250,""rectLeft"":2338,""rectRight"":2509,""rectTop"":-81,""type"":0},{""castId"":0,""comparators"":[{""gameStateId"":860,""testType"":0,""value"":0},{""gameStateId"":862,""testType"":0,""value"":0},{""gameStateId"":861,""testType"":0,""value"":0},{""gameStateId"":863,""testType"":0,""value"":0}],""cursorShapeWhenActive"":10012,""defaultPass"":false,""gesture"":5,""initiallyEnabled"":false,""param1"":0,""param2"":0,""param3"":-1,""rectBottom"":0,""rectLeft"":0,""rectRight"":0,""rectTop"":0,""type"":0}]"
2010,1,ship,existing-panorama,,"[{""kind"":""PanoCast"",""castId"":2010,""comparators"":[],""fileName"":""GameDB/CargoH/holdIPAN"",""initiallyEnabled"":true},{""kind"":""MovieSpecialCast"",""actionAtEnd"":2010,""angleAtEnd"":-1,""castId"":201056,""comparators"":[{""gameStateId"":1028,""testType"":0,""value"":1}],""dissolveToNextScene"":false,""endFrame"":-1,""fileName"":""GameDB/CargoH/slipdeckNAR"",""initiallyEnabled"":true,""location"":{""x"":0,""y"":0},""looping"":false,""nextSceneId"":2010,""scale"":1,""startFrame"":0,""audioOnly"":true}]","[{""castId"":0,""comparators"":[],""cursorShapeWhenActive"":10004,""defaultPass"":false,""gesture"":2,""initiallyEnabled"":true,""param1"":1028,""param2"":1,""param3"":1,""rectBottom"":68,""rectLeft"":1308,""rectRight"":1669,""rectTop"":-184,""type"":9},{""castId"":0,""comparators"":[],""cursorShapeWhenActive"":0,""defaultPass"":true,""gesture"":2,""initiallyEnabled"":true,""param1"":1028,""param2"":0,""param3"":0,""rectBottom"":0,""rectLeft"":0,""rectRight"":0,""rectTop"":0,""type"":9},{""castId"":0,""comparators"":[],""cursorShapeWhenActive"":10003,""defaultPass"":false,""gesture"":2,""initiallyEnabled"":true,""param1"":201020,""param2"":201020,""param3"":-1,""rectBottom"":180,""rectLeft"":0,""rectRight"":320,""rectTop"":0,""type"":0},{""castId"":0,""comparators"":[],""cursorShapeWhenActive"":10001,""defaultPass"":false,""gesture"":2,""initiallyEnabled"":true,""param1"":201001,""param2"":2011,""param3"":-1,""rectBottom"":250,""rectLeft"":3166,""rectRight"":3428,""rectTop"":-250,""type"":0},{""castId"":0,""comparators"":[],""cursorShapeWhenActive"":10001,""defaultPass"":false,""gesture"":2,""initiallyEnabled"":true,""param1"":201003,""param2"":2012,""param3"":-1,""rectBottom"":250,""rectLeft"":494,""rectRight"":733,""rectTop"":-250,""type"":0},{""castId"":0,""comparators"":[],""cursorShapeWhenActive"":10001,""defaultPass"":false,""gesture"":2,""initiallyEnabled"":true,""param1"":201004,""param2"":2014,""param3"":-1,""rectBottom"":250,""rectLeft"":2300,""rectRight"":2516,""rectTop"":-250,""type"":0},{""castId"":0,""comparators"":[],""cursorShapeWhenActive"":10007,""defaultPass"":false,""gesture"":2,""initiallyEnabled"":true,""param1"":201025,""param2"":201025,""param3"":-1,""rectBottom"":250,""rectLeft"":744,""rectRight"":2274,""rectTop"":63,""type"":1},{""castId"":0,""comparators"":[],""cursorShapeWhenActive"":10004,""defaultPass"":false,""gesture"":2,""initiallyEnabled"":true,""param1"":201056,""param2"":201056,""param3"":-1,""rectBottom"":68,""rectLeft"":1308,""rectRight"":1669,""rectTop"":-184,""type"":0},{""castId"":0,""comparators"":[{""gameStateId"":860,""testType"":0,""value"":0},{""gameStateId"":862,""testType"":0,""value"":0},{""gameStateId"":861,""testType"":0,""value"":0},{""gameStateId"":863,""testType"":0,""value"":0}],""cursorShapeWhenActive"":10012,""defaultPass"":false,""gesture"":5,""initiallyEnabled"":false,""param1"":0,""param2"":0,""param3"":-1,""rectBottom"":0,""rectLeft"":0,""rectRight"":0,""rectTop"":0,""type"":0}]"
2011,1,ship,existing-panorama,,"[{""kind"":""PanoCast"",""castId"":2011,""comparators"":[],""fileName"":""GameDB/CargoH/holdISPAN"",""initiallyEnabled"":true}]","[{""castId"":0,""comparators"":[],""cursorShapeWhenActive"":10003,""defaultPass"":false,""gesture"":2,""initiallyEnabled"":true,""param1"":201103,""param2"":201103,""param3"":-1,""rectBottom"":166,""rectLeft"":1393,""rectRight"":1577,""rectTop"":74,""type"":0},{""castId"":0,""comparators"":[],""cursorShapeWhenActive"":10001,""defaultPass"":false,""gesture"":2,""initiallyEnabled"":true,""param1"":201102,""param2"":2010,""param3"":-1,""rectBottom"":250,""rectLeft"":1393,""rectRight"":1625,""rectTop"":-250,""type"":0},{""castId"":0,""comparators"":[{""gameStateId"":860,""testType"":0,""value"":0},{""gameStateId"":862,""testType"":0,""value"":0},{""gameStateId"":861,""testType"":0,""value"":0},{""gameStateId"":863,""testType"":0,""value"":0}],""cursorShapeWhenActive"":10012,""defaultPass"":false,""gesture"":5,""initiallyEnabled"":false,""param1"":0,""param2"":0,""param3"":-1,""rectBottom"":0,""rectLeft"":0,""rectRight"":0,""rectTop"":0,""type"":0}]"
2012,1,ship,existing-panorama,,"[{""kind"":""PanoCast"",""castId"":2012,""comparators"":[],""fileName"":""GameDB/CargoH/holdIWPAN"",""initiallyEnabled"":true}]","[{""castId"":0,""comparators"":[],""cursorShapeWhenActive"":10001,""defaultPass"":false,""gesture"":2,""initiallyEnabled"":true,""param1"":201204,""param2"":2010,""param3"":-1,""rectBottom"":250,""rectLeft"":2293,""rectRight"":2518,""rectTop"":-250,""type"":0},{""castId"":0,""comparators"":[{""gameStateId"":860,""testType"":0,""value"":0},{""gameStateId"":862,""testType"":0,""value"":0},{""gameStateId"":861,""testType"":0,""value"":0},{""gameStateId"":863,""testType"":0,""value"":0}],""cursorShapeWhenActive"":10012,""defaultPass"":false,""gesture"":5,""initiallyEnabled"":false,""param1"":0,""param2"":0,""param3"":-1,""rectBottom"":0,""rectLeft"":0,""rectRight"":0,""rectTop"":0,""type"":0}]"
2014,1,ship,existing-panorama,,"[{""kind"":""PanoCast"",""castId"":2014,""comparators"":[],""fileName"":""GameDB/CargoH/holdIEPAN"",""initiallyEnabled"":true}]","[{""castId"":0,""comparators"":[],""cursorShapeWhenActive"":10001,""defaultPass"":false,""gesture"":2,""initiallyEnabled"":true,""param1"":201403,""param2"":2010,""param3"":-1,""rectBottom"":250,""rectLeft"":482,""rectRight"":744,""rectTop"":-250,""type"":0},{""castId"":0,""comparators"":[{""gameStateId"":860,""testType"":0,""value"":0},{""gameStateId"":862,""testType"":0,""value"":0},{""gameStateId"":861,""testType"":0,""value"":0},{""gameStateId"":863,""testType"":0,""value"":0}],""cursorShapeWhenActive"":10012,""defaultPass"":false,""gesture"":5,""initiallyEnabled"":false,""param1"":0,""param2"":0,""param3"":-1,""rectBottom"":0,""rectLeft"":0,""rectRight"":0,""rectTop"":0,""type"":0}]"
